SELECT mean("io_write_bytes")/1024/1024 AS "mean_io_write_bytes" FROM "kvmtop"."autogen"."kvmtop.domains" WHERE time >= 1559032015s AND time <= 1559032045s GROUP BY time(1s), "UUID" FILL(null)
name,tags,time,mean_io_write_bytes
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032015000000000,134.44715118408203
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032016000000000,150.35815525054932
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032017000000000,152.38024997711182
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032018000000000,152.7679033279419
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032019000000000,153.11965084075928
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032020000000000,153.40718841552734
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032021000000000,152.5477705001831
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032022000000000,151.17579650878906
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032023000000000,151.96085262298584
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032024000000000,152.07465744018555
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032025000000000,154.81247901916504
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032026000000000,152.40473079681396
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032027000000000,152.43432998657227
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032028000000000,152.6461238861084
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032029000000000,151.69246768951416
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032030000000000,151.338059425354
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032031000000000,150.59982872009277
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032032000000000,152.4646816253662
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032033000000000,151.4953908920288
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032034000000000,149.63347625732422
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032035000000000,151.38261318206787
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032036000000000,150.24093914031982
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032037000000000,151.70624351501465
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032038000000000,152.20385837554932
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032039000000000,153.9313097000122
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032040000000000,150.66653728485107
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032041000000000,151.82468128204346
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032042000000000,151.5763397216797
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032043000000000,151.95938968658447
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032044000000000,153.92149925231934
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032045000000000,
