SELECT mean("io_write_bytes")/1024/1024 AS "mean_io_write_bytes" FROM "kvmtop"."autogen"."kvmtop.domains" WHERE time >= 1559032456s AND time <= 1559032486s GROUP BY time(1s), "UUID" FILL(null)
name,tags,time,mean_io_write_bytes
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032456000000000,106.36691665649414
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032457000000000,154.0139513015747
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032458000000000,157.003999710083
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032459000000000,153.4888048171997
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032460000000000,
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032461000000000,153.57207012176514
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032462000000000,154.10543060302734
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032463000000000,152.91413021087646
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032464000000000,153.56586170196533
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032465000000000,152.29652500152588
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032466000000000,152.07865715026855
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032467000000000,154.49347972869873
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032468000000000,153.6334629058838
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032469000000000,153.55552673339844
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032470000000000,152.4318971633911
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032471000000000,149.91799926757812
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032472000000000,148.98043537139893
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032473000000000,153.1224021911621
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032474000000000,153.95325756072998
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032475000000000,152.85638904571533
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032476000000000,152.09782123565674
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032477000000000,151.80132961273193
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032478000000000,153.11243629455566
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032479000000000,153.11373615264893
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032480000000000,152.77288722991943
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032481000000000,150.20405769348145
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032482000000000,151.19057941436768
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032483000000000,152.74530601501465
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032484000000000,152.84032344818115
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032485000000000,152.25465774536133
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032486000000000,
