SELECT mean("io_write_bytes")/1024/1024 AS "mean_io_write_bytes" FROM "kvmtop"."autogen"."kvmtop.domains" WHERE time >= 1559032330s AND time <= 1559032360s GROUP BY time(1s), "UUID" FILL(null)
name,tags,time,mean_io_write_bytes
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032330000000000,111.3288984298706
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032331000000000,154.1559476852417
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032332000000000,154.18244647979736
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032333000000000,152.82244491577148
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032334000000000,153.03130054473877
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032335000000000,151.91169261932373
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032336000000000,152.23166179656982
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032337000000000,152.90168476104736
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032338000000000,155.979248046875
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032339000000000,154.8992042541504
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032340000000000,155.2117214202881
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032341000000000,154.73002815246582
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032342000000000,155.97583675384521
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032343000000000,156.03374004364014
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032344000000000,152.00060272216797
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032345000000000,152.8887767791748
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032346000000000,154.98266506195068
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032347000000000,154.96087455749512
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032348000000000,151.8267698287964
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032349000000000,154.39434623718262
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032350000000000,153.9188404083252
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032351000000000,154.0558099746704
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032352000000000,152.85001182556152
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032353000000000,154.98593139648438
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032354000000000,153.51184940338135
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032355000000000,152.52429389953613
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032356000000000,153.81713008880615
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032357000000000,153.2472801208496
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032358000000000,151.6871519088745
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032359000000000,151.13884735107422
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559032360000000000,
