SELECT sum("disk_ioutil") AS "sum_disk_ioutil" FROM ( SELECT mean("disk_ioutil") AS "disk_ioutil" FROM "kvmtop"."autogen"."kvmtop.domains" WHERE time >= 1584540074s AND time <= 1584540144s GROUP BY time(1s), "UUID" FILL(null) ) GROUP BY time(1s), "UUID" FILL(none)
name,tags,time,sum_disk_ioutil
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540074000000000,0
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540075000000000,0
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540076000000000,1
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540077000000000,0
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540078000000000,0
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540079000000000,0
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540080000000000,0
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540081000000000,20
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540082000000000,37
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540083000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540084000000000,34
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540085000000000,39
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540086000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540087000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540088000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540089000000000,39
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540090000000000,38
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540091000000000,38
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540092000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540093000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540095000000000,35
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540096000000000,39
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540097000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540098000000000,38
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540099000000000,37
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540100000000000,38
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540101000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540102000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540103000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540104000000000,39
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540105000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540106000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540107000000000,39
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540108000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540109000000000,41
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540110000000000,38
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540111000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540112000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540113000000000,39
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540114000000000,38
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540115000000000,38
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540116000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540117000000000,39
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540118000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540119000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540120000000000,38
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540121000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540122000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540123000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540124000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540125000000000,39
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540126000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540127000000000,39
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540128000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540129000000000,39
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540130000000000,39
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540131000000000,38
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540132000000000,37
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540133000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540134000000000,37
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540135000000000,35
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540136000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540137000000000,37
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540138000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540139000000000,37
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540140000000000,16
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540141000000000,0
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540142000000000,0
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540143000000000,0
name,tags,time,sum_disk_ioutil
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540074000000000,0
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540075000000000,0
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540076000000000,1
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540077000000000,0
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540078000000000,0
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540079000000000,0
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540080000000000,0
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540081000000000,20
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540082000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540083000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540084000000000,37
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540085000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540086000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540087000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540088000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540089000000000,39
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540090000000000,37
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540091000000000,38
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540092000000000,37
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540093000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540095000000000,32
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540096000000000,33
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540097000000000,40
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540098000000000,38
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540099000000000,37
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540100000000000,38
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540101000000000,40
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540102000000000,39
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540103000000000,41
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540104000000000,39
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540105000000000,39
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540106000000000,41
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540107000000000,39
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540108000000000,40
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540109000000000,41
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540110000000000,38
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540111000000000,39
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540112000000000,40
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540113000000000,39
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540114000000000,39
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540115000000000,39
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540116000000000,41
