SELECT sum("disk_ioutil") AS "sum_disk_ioutil" FROM ( SELECT mean("disk_ioutil") AS "disk_ioutil" FROM "kvmtop"."autogen"."kvmtop.domains" WHERE time >= 1584540315s AND time <= 1584540385s GROUP BY time(1s), "UUID" FILL(null) ) GROUP BY time(1s), "UUID" FILL(none)
name,tags,time,sum_disk_ioutil
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540315000000000,0
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540316000000000,0
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540317000000000,0
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540318000000000,0
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540319000000000,0
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540320000000000,0
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540321000000000,26
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540322000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540323000000000,37
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540324000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540325000000000,37
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540326000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540327000000000,37
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540328000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540329000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540330000000000,38
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540331000000000,39
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540332000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540333000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540334000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540335000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540336000000000,41
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540337000000000,39
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540338000000000,37
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540339000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540340000000000,38
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540341000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540342000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540343000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540344000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540345000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540346000000000,35
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540347000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540348000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540349000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540350000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540351000000000,34
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540352000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540353000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540354000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540355000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540356000000000,34
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540357000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540358000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540359000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540360000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540361000000000,34
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540362000000000,39
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540363000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540364000000000,35
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540365000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540366000000000,34
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540367000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540368000000000,38
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540369000000000,39
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540370000000000,38
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540371000000000,35
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540372000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540373000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540374000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540375000000000,41
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540376000000000,38
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540377000000000,36
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540378000000000,38
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540379000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540380000000000,41
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540381000000000,38
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540382000000000,30
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540383000000000,0
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584540384000000000,0
name,tags,time,sum_disk_ioutil
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540315000000000,0
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540316000000000,1
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540317000000000,0
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540318000000000,0
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540319000000000,0
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540320000000000,0
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540321000000000,26
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540322000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540323000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540324000000000,37
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540325000000000,40
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540326000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540327000000000,37
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540328000000000,40
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540329000000000,40
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540330000000000,40
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540331000000000,39
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540332000000000,40
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540333000000000,40
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540334000000000,40
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540335000000000,35
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540336000000000,31
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540337000000000,40
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540338000000000,37
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540339000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540340000000000,38
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540341000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540342000000000,37
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540343000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540344000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540345000000000,37
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540346000000000,35
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540347000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540348000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540349000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540350000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540351000000000,34
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540352000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540353000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540354000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540355000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540356000000000,35
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540357000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540358000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540359000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540360000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540361000000000,35
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540362000000000,38
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540363000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540364000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540365000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540366000000000,35
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540367000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540368000000000,29
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540369000000000,23
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540370000000000,32
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540371000000000,34
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540372000000000,39
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540373000000000,40
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540374000000000,40
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540375000000000,40
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540376000000000,38
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540377000000000,36
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540378000000000,38
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540379000000000,39
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540380000000000,40
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540381000000000,38
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540382000000000,47
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540383000000000,8
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584540384000000000,0
name,tags,time,sum_disk_ioutil
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540315000000000,0
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540316000000000,1
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540317000000000,0
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540318000000000,0
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540319000000000,0
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540320000000000,0
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540321000000000,26
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540322000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540323000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540324000000000,37
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540325000000000,37
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540326000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540327000000000,37
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540328000000000,40
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540329000000000,40
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540330000000000,41
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540331000000000,39
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540332000000000,39
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540333000000000,40
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540334000000000,40
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540335000000000,41
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540336000000000,40
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540337000000000,40
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540338000000000,37
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540339000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540340000000000,31
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540341000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540342000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540343000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540344000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540345000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540346000000000,34
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540347000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540348000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540349000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540350000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540351000000000,34
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540352000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540353000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540354000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540355000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540356000000000,34
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540357000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540358000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540359000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540360000000000,35
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540361000000000,35
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540362000000000,38
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540363000000000,37
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540364000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540365000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540366000000000,35
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540367000000000,36
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540368000000000,38
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540369000000000,41
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540370000000000,37
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540371000000000,35
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540372000000000,40
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540373000000000,40
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540374000000000,40
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540375000000000,40
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540376000000000,35
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540377000000000,37
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540378000000000,38
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540379000000000,40
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540380000000000,39
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540381000000000,38
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540382000000000,23
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540383000000000,0
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584540384000000000,0
name,tags,time,sum_disk_ioutil
kvmtop.domains,UUID=ab22bcbd-413f-4c2c-b6f9-3b04f4a38ad8,1584540315000000000,0
kvmtop.domains,UUID=ab22bcbd-413f-4c2c-b6f9-3b04f4a38ad8,1584540316000000000,0
kvmtop.domains,UUID=ab22bcbd-413f-4c2c-b6f9-3b04f4a38ad8,1584540317000000000,0
kvmtop.domains,UUID=ab22bcbd-413f-4c2c-b6f9-3b04f4a38ad8,1584540318000000000,0
kvmtop.domains,UUID=ab22bcbd-413f-4c2c-b6f9-3b04f4a38ad8,1584540319000000000,0
kvmtop.domains,UUID=ab22bcbd-413f-4c2c-b6f9-3b04f4a38ad8,1584540320000000000,0
kvmtop.domains,UUID=ab22bcbd-413f-4c2c-b6f9-3b04f4a38ad8,1584540321000000000,25
kvmtop.domains,UUID=ab22bcbd-413f-4c2c-b6f9-3b04f4a38ad8,1584540322000000000,36
kvmtop.domains,UUID=ab22bcbd-413f-4c2c-b6f9-3b04f4a38ad8,1584540323000000000,36
kvmtop.domains,UUID=ab22bcbd-413f-4c2c-b6f9-3b04f4a38ad8,1584540324000000000,36
kvmtop.domains,UUID=ab22bcbd-413f-4c2c-b6f9-3b04f4a38ad8,1584540325000000000,32
kvmtop.domains,UUID=ab22bcbd-413f-4c2c-b6f9-3b04f4a38ad8,1584540326000000000,36
