0 0
0 0
0 0
0 0
3 5
16 16
25 15
33 6
36 1
35 2
36 1
34 4
37 1
37 1
37 2
36 3
37 1
37 1
38 1
38 1
37 1
37 1
36 2
34 6
33 5
35 4
35 4
36 4
34 5
35 4
34 6
35 6
34 5
34 5
36 5
37 2
37 2
38 1
37 1
34 5
34 4
36 2
36 3
34 6
34 6
34 3
34 6
34 6
34 5
34 7
33 6
33 6
34 6
34 7
35 3
35 3
36 2
33 6
33 6
36 11
37 3
27 15
27 15
28 16
45 37
43 33
25 26
27 27
34 34
