0 0
0 0
1 1
0 0
3 5
17 17
24 14
32 7
36 1
37 1
35 2
37 1
35 2
33 6
33 6
32 6
33 7
33 6
31 6
32 6
34 5
35 5
31 7
35 4
37 2
34 5
34 6
34 6
34 6
35 6
34 6
34 6
35 5
34 7
33 6
35 3
30 5
33 5
34 4
33 4
32 5
33 5
34 5
34 7
34 7
33 7
33 7
31 6
33 7
33 6
33 7
34 6
34 7
34 8
35 6
33 7
35 2
37 1
38 1
32 8
25 14
24 14
27 15
26 15
17 13
23 30
35 49
24 26
35 35
