8 0
6 2
2 1
1 1
1 0
10 11
35 27
78 12
84 5
89 2
89 2
91 5
94 5
92 4
91 7
94 3
95 2
97 2
99 0
95 5
95 5
94 6
93 8
91 7
91 5
90 5
91 5
90 5
87 4
87 4
88 3
88 3
87 0
86 0
89 2
89 2
88 1
88 3
87 4
86 4
85 5
86 4
84 2
85 5
84 3
86 4
86 4
85 5
86 5
86 5
86 4
87 4
86 5
89 6
91 4
90 8
85 2
86 3
87 4
86 4
81 9
84 12
82 13
87 6
69 22
28 30
4 1
1 1
