SELECT derivative(last("bytes_recv"), 1s) /1024/1024  + derivative(last("bytes_sent"), 1s) /1024/1024  AS "net" FROM "telegraf"."autogen"."net" WHERE time >= 1559035958s AND time <= 1559036008s GROUP BY time(1s), "host" FILL(null)
name,tags,time,net
net,host=host-192-168-5-3,1559035959000000000,203.92014980316162
net,host=host-192-168-5-3,1559035960000000000,273.5995206832886
net,host=host-192-168-5-3,1559035961000000000,279.19615650177
net,host=host-192-168-5-3,1559035962000000000,297.2127265930176
net,host=host-192-168-5-3,1559035963000000000,253.85774421691895
net,host=host-192-168-5-3,1559035964000000000,259.852011680603
net,host=host-192-168-5-3,1559035965000000000,279.84148693084717
net,host=host-192-168-5-3,1559035966000000000,256.5787019729614
net,host=host-192-168-5-3,1559035967000000000,287.2237501144409
net,host=host-192-168-5-3,1559035968000000000,231.95815658569336
net,host=host-192-168-5-3,1559035969000000000,292.27896308898926
net,host=host-192-168-5-3,1559035970000000000,328.73114681243896
net,host=host-192-168-5-3,1559035971000000000,238.24164581298828
net,host=host-192-168-5-3,1559035972000000000,267.9387483596802
net,host=host-192-168-5-3,1559035973000000000,282.48251152038574
net,host=host-192-168-5-3,1559035974000000000,333.2192497253418
net,host=host-192-168-5-3,1559035975000000000,295.24351978302
net,host=host-192-168-5-3,1559035976000000000,213.21780967712402
net,host=host-192-168-5-3,1559035977000000000,306.86959075927734
net,host=host-192-168-5-3,1559035978000000000,270.1986722946167
net,host=host-192-168-5-3,1559035979000000000,309.46782779693604
net,host=host-192-168-5-3,1559035980000000000,312.5255756378174
net,host=host-192-168-5-3,1559035981000000000,270.08862495422363
net,host=host-192-168-5-3,1559035982000000000,191.4360113143921
net,host=host-192-168-5-3,1559035983000000000,307.247519493103
net,host=host-192-168-5-3,1559035984000000000,243.6776704788208
net,host=host-192-168-5-3,1559035985000000000,242.19702434539795
net,host=host-192-168-5-3,1559035986000000000,352.74512577056885
net,host=host-192-168-5-3,1559035987000000000,263.89771270751953
net,host=host-192-168-5-3,1559035988000000000,230.39269828796387
net,host=host-192-168-5-3,1559035989000000000,274.6757001876831
net,host=host-192-168-5-3,1559035990000000000,297.27755546569824
net,host=host-192-168-5-3,1559035991000000000,289.59127140045166
net,host=host-192-168-5-3,1559035992000000000,297.8211317062378
net,host=host-192-168-5-3,1559035993000000000,272.4021158218384
net,host=host-192-168-5-3,1559035994000000000,294.98496437072754
net,host=host-192-168-5-3,1559035995000000000,264.31646728515625
net,host=host-192-168-5-3,1559035996000000000,0.056616783142089844
net,host=host-192-168-5-3,1559035997000000000,0.010857582092285156
net,host=host-192-168-5-3,1559035998000000000,0.016138076782226562
net,host=host-192-168-5-3,1559035999000000000,0.012784004211425781
net,host=host-192-168-5-3,1559036000000000000,0.03292369842529297
net,host=host-192-168-5-3,1559036001000000000,0.01713085174560547
net,host=host-192-168-5-3,1559036002000000000,0.012361526489257812
net,host=host-192-168-5-3,1559036003000000000,0.013582229614257812
net,host=host-192-168-5-3,1559036004000000000,0.012281417846679688
net,host=host-192-168-5-3,1559036005000000000,0.016707420349121094
net,host=host-192-168-5-3,1559036006000000000,0.016590118408203125
net,host=host-192-168-5-3,1559036007000000000,0.013517379760742188
net,host=host-192-168-5-3,1559036008000000000,0.013737678527832031
