SELECT mean("net_receivedBytes") /1024/1024  + mean("net_transmittedBytes") /1024/1024  AS "net" FROM "kvmtop"."autogen"."kvmtop.domains" WHERE time >= 1559033850s AND time <= 1559033900s GROUP BY time(1s), "UUID" FILL(null)
name,tags,time,net
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033850000000000,0.08141136169433594
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033851000000000,110.63335037231445
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033852000000000,232.44416427612305
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033853000000000,289.59223461151123
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033854000000000,259.809121131897
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033855000000000,183.48450469970703
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033856000000000,255.07510089874268
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033857000000000,251.4130401611328
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033858000000000,185.99020385742188
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033859000000000,298.62002086639404
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033860000000000,263.10840797424316
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033861000000000,273.2709369659424
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033862000000000,242.4844455718994
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033863000000000,234.95269966125488
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033864000000000,255.56346035003662
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033865000000000,279.07485580444336
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033866000000000,225.21599102020264
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033867000000000,290.4733123779297
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033868000000000,178.42849349975586
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033869000000000,170.50192070007324
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033870000000000,266.6306676864624
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033871000000000,285.2059488296509
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033872000000000,264.36474990844727
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033873000000000,291.43310260772705
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033874000000000,214.6266918182373
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033875000000000,302.3226099014282
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033876000000000,290.387864112854
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033877000000000,266.63185691833496
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033878000000000,240.2392282485962
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033879000000000,252.82735538482666
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033880000000000,226.8821840286255
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033881000000000,173.221905708313
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033882000000000,220.69012832641602
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033883000000000,265.7963991165161
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033884000000000,298.427134513855
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033885000000000,256.23863887786865
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033886000000000,272.94625663757324
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033887000000000,287.13831329345703
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033888000000000,288.09401416778564
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033889000000000,207.46597480773926
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033890000000000,244.55433464050293
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033891000000000,285.285400390625
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033892000000000,103.37848949432373
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033893000000000,0.016274452209472656
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033894000000000,0.012011528015136719
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033895000000000,0.01593303680419922
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559033896000000000,0.014801025390625
