SELECT mean("net_receivedBytes") /1024/1024  + mean("net_transmittedBytes") /1024/1024  AS "net" FROM "kvmtop"."autogen"."kvmtop.domains" WHERE time >= 1559035885s AND time <= 1559035935s GROUP BY time(1s), "UUID" FILL(null)
name,tags,time,net
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035885000000000,113.42169189453125
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035886000000000,253.448579788208
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035887000000000,304.856125831604
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035888000000000,289.08917140960693
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035889000000000,266.6778736114502
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035890000000000,308.2923421859741
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035891000000000,333.7937755584717
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035892000000000,268.7139024734497
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035893000000000,309.4398880004883
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035894000000000,280.57151794433594
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035895000000000,322.42201137542725
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035896000000000,256.3274917602539
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035897000000000,261.60561084747314
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035898000000000,276.227970123291
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035899000000000,297.4265022277832
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035900000000000,281.72689151763916
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035901000000000,230.093243598938
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035902000000000,247.10695934295654
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1559035903000000000,232.6726531982422
