SELECT derivative(last("bytes_recv"), 1s) /1024/1024  + derivative(last("bytes_sent"), 1s) /1024/1024  AS "net" FROM "telegraf"."autogen"."net" WHERE time >= 1559035447s AND time <= 1559035497s GROUP BY time(1s), "host" FILL(null)
name,tags,time,net
net,host=host-192-168-5-3,1559035448000000000,249.3533706665039
net,host=host-192-168-5-3,1559035449000000000,281.76909351348877
net,host=host-192-168-5-3,1559035450000000000,258.52635955810547
net,host=host-192-168-5-3,1559035451000000000,240.7154130935669
net,host=host-192-168-5-3,1559035452000000000,204.55953407287598
net,host=host-192-168-5-3,1559035453000000000,242.33837032318115
net,host=host-192-168-5-3,1559035454000000000,124.06786632537842
net,host=host-192-168-5-3,1559035455000000000,146.79144859313965
net,host=host-192-168-5-3,1559035456000000000,313.60524559020996
net,host=host-192-168-5-3,1559035457000000000,223.5591459274292
net,host=host-192-168-5-3,1559035458000000000,149.4541721343994
net,host=host-192-168-5-3,1559035459000000000,300.18817043304443
net,host=host-192-168-5-3,1559035460000000000,293.41834831237793
net,host=host-192-168-5-3,1559035461000000000,166.91281604766846
net,host=host-192-168-5-3,1559035462000000000,238.5170373916626
net,host=host-192-168-5-3,1559035463000000000,322.1817331314087
net,host=host-192-168-5-3,1559035464000000000,277.4700937271118
net,host=host-192-168-5-3,1559035465000000000,259.624041557312
net,host=host-192-168-5-3,1559035466000000000,291.3902359008789
net,host=host-192-168-5-3,1559035467000000000,323.2698335647583
net,host=host-192-168-5-3,1559035468000000000,262.0124349594116
net,host=host-192-168-5-3,1559035469000000000,275.28937435150146
net,host=host-192-168-5-3,1559035470000000000,270.383825302124
net,host=host-192-168-5-3,1559035471000000000,259.01010036468506
net,host=host-192-168-5-3,1559035472000000000,305.8210735321045
net,host=host-192-168-5-3,1559035473000000000,268.76859855651855
net,host=host-192-168-5-3,1559035474000000000,274.474401473999
net,host=host-192-168-5-3,1559035475000000000,306.4655637741089
net,host=host-192-168-5-3,1559035476000000000,342.42222690582275
net,host=host-192-168-5-3,1559035477000000000,251.47550582885742
net,host=host-192-168-5-3,1559035478000000000,286.52110290527344
net,host=host-192-168-5-3,1559035479000000000,245.69538021087646
net,host=host-192-168-5-3,1559035480000000000,288.20319271087646
net,host=host-192-168-5-3,1559035481000000000,292.5061864852905
net,host=host-192-168-5-3,1559035482000000000,296.64568424224854
net,host=host-192-168-5-3,1559035483000000000,233.8908395767212
net,host=host-192-168-5-3,1559035484000000000,331.13196086883545
net,host=host-192-168-5-3,1559035485000000000,317.4186143875122
net,host=host-192-168-5-3,1559035486000000000,213.76712322235107
net,host=host-192-168-5-3,1559035487000000000,0.023407936096191406
net,host=host-192-168-5-3,1559035488000000000,0.012801170349121094
net,host=host-192-168-5-3,1559035489000000000,0.01725006103515625
net,host=host-192-168-5-3,1559035490000000000,0.029886245727539062
net,host=host-192-168-5-3,1559035491000000000,0.00984954833984375
net,host=host-192-168-5-3,1559035492000000000,0.01584339141845703
net,host=host-192-168-5-3,1559035493000000000,0.014845848083496094
net,host=host-192-168-5-3,1559035494000000000,0.011320114135742188
net,host=host-192-168-5-3,1559035495000000000,0.019293785095214844
net,host=host-192-168-5-3,1559035496000000000,0.012541770935058594
net,host=host-192-168-5-3,1559035497000000000,0.016745567321777344
