SELECT derivative(last("bytes_recv"), 1s) /1024/1024  + derivative(last("bytes_sent"), 1s) /1024/1024  AS "net" FROM "telegraf"."autogen"."net" WHERE time >= 1559036323s AND time <= 1559036373s GROUP BY time(1s), "host" FILL(null)
name,tags,time,net
net,host=host-192-168-5-3,1559036324000000000,186.2715129852295
net,host=host-192-168-5-3,1559036325000000000,280.3213348388672
net,host=host-192-168-5-3,1559036326000000000,246.3339614868164
net,host=host-192-168-5-3,1559036327000000000,325.3691873550415
net,host=host-192-168-5-3,1559036328000000000,306.0938539505005
net,host=host-192-168-5-3,1559036329000000000,261.92118740081787
net,host=host-192-168-5-3,1559036330000000000,277.27429389953613
net,host=host-192-168-5-3,1559036331000000000,235.85046863555908
net,host=host-192-168-5-3,1559036332000000000,253.40431213378906
net,host=host-192-168-5-3,1559036333000000000,239.45995712280273
net,host=host-192-168-5-3,1559036334000000000,268.0043830871582
net,host=host-192-168-5-3,1559036335000000000,299.60597038269043
net,host=host-192-168-5-3,1559036336000000000,296.7399597167969
net,host=host-192-168-5-3,1559036337000000000,293.2782440185547
net,host=host-192-168-5-3,1559036338000000000,286.6117925643921
net,host=host-192-168-5-3,1559036339000000000,343.22876262664795
net,host=host-192-168-5-3,1559036340000000000,317.258189201355
net,host=host-192-168-5-3,1559036341000000000,223.34093379974365
net,host=host-192-168-5-3,1559036342000000000,183.50117111206055
net,host=host-192-168-5-3,1559036343000000000,270.88759994506836
net,host=host-192-168-5-3,1559036344000000000,248.16074657440186
net,host=host-192-168-5-3,1559036345000000000,227.46179676055908
net,host=host-192-168-5-3,1559036346000000000,247.07117080688477
net,host=host-192-168-5-3,1559036347000000000,331.40796661376953
net,host=host-192-168-5-3,1559036348000000000,287.41005420684814
net,host=host-192-168-5-3,1559036349000000000,173.59431743621826
net,host=host-192-168-5-3,1559036350000000000,302.9187250137329
net,host=host-192-168-5-3,1559036351000000000,313.3245601654053
net,host=host-192-168-5-3,1559036352000000000,226.67422580718994
net,host=host-192-168-5-3,1559036353000000000,278.3741683959961
net,host=host-192-168-5-3,1559036354000000000,214.8607530593872
net,host=host-192-168-5-3,1559036355000000000,246.11053371429443
net,host=host-192-168-5-3,1559036356000000000,279.68443298339844
net,host=host-192-168-5-3,1559036357000000000,303.55414962768555
net,host=host-192-168-5-3,1559036358000000000,285.5501651763916
net,host=host-192-168-5-3,1559036359000000000,307.6499423980713
net,host=host-192-168-5-3,1559036360000000000,289.94950103759766
net,host=host-192-168-5-3,1559036361000000000,239.6026954650879
net,host=host-192-168-5-3,1559036362000000000,0.053170204162597656
net,host=host-192-168-5-3,1559036363000000000,0.015488624572753906
net,host=host-192-168-5-3,1559036364000000000,0.01562786102294922
net,host=host-192-168-5-3,1559036365000000000,0.014776229858398438
net,host=host-192-168-5-3,1559036366000000000,0.011837005615234375
net,host=host-192-168-5-3,1559036367000000000,0.01464080810546875
net,host=host-192-168-5-3,1559036368000000000,0.01744556427001953
net,host=host-192-168-5-3,1559036369000000000,0.014417648315429688
net,host=host-192-168-5-3,1559036370000000000,0.012804985046386719
net,host=host-192-168-5-3,1559036371000000000,0.016450881958007812
net,host=host-192-168-5-3,1559036372000000000,0.013195991516113281
net,host=host-192-168-5-3,1559036373000000000,0.01526641845703125
