SELECT derivative(last("bytes_recv"), 1s) /1024/1024  + derivative(last("bytes_sent"), 1s) /1024/1024  AS "net" FROM "telegraf"."autogen"."net" WHERE time >= 1559036834s AND time <= 1559036884s GROUP BY time(1s), "host" FILL(null)
name,tags,time,net
net,host=host-192-168-5-3,1559036835000000000,212.74142932891846
net,host=host-192-168-5-3,1559036836000000000,276.80535793304443
net,host=host-192-168-5-3,1559036837000000000,292.96841049194336
net,host=host-192-168-5-3,1559036838000000000,285.25323009490967
net,host=host-192-168-5-3,1559036839000000000,218.44076824188232
net,host=host-192-168-5-3,1559036840000000000,344.555890083313
net,host=host-192-168-5-3,1559036841000000000,313.9597463607788
net,host=host-192-168-5-3,1559036842000000000,220.8214454650879
net,host=host-192-168-5-3,1559036843000000000,310.8026514053345
net,host=host-192-168-5-3,1559036844000000000,313.2979803085327
net,host=host-192-168-5-3,1559036845000000000,309.6070327758789
net,host=host-192-168-5-3,1559036846000000000,309.1315288543701
net,host=host-192-168-5-3,1559036847000000000,288.7830877304077
net,host=host-192-168-5-3,1559036848000000000,291.1274471282959
net,host=host-192-168-5-3,1559036849000000000,234.31214046478271
net,host=host-192-168-5-3,1559036850000000000,313.219482421875
net,host=host-192-168-5-3,1559036851000000000,290.3994245529175
net,host=host-192-168-5-3,1559036852000000000,159.32079696655273
net,host=host-192-168-5-3,1559036853000000000,207.36753463745117
net,host=host-192-168-5-3,1559036854000000000,276.9672918319702
net,host=host-192-168-5-3,1559036855000000000,311.88612842559814
net,host=host-192-168-5-3,1559036856000000000,307.90549659729004
net,host=host-192-168-5-3,1559036857000000000,310.61212062835693
net,host=host-192-168-5-3,1559036858000000000,304.85170555114746
net,host=host-192-168-5-3,1559036859000000000,368.53444385528564
net,host=host-192-168-5-3,1559036860000000000,294.84195613861084
net,host=host-192-168-5-3,1559036861000000000,332.65212631225586
net,host=host-192-168-5-3,1559036862000000000,260.8417053222656
net,host=host-192-168-5-3,1559036863000000000,273.8116807937622
net,host=host-192-168-5-3,1559036864000000000,310.0222797393799
net,host=host-192-168-5-3,1559036865000000000,251.50946712493896
net,host=host-192-168-5-3,1559036866000000000,300.57408809661865
net,host=host-192-168-5-3,1559036867000000000,316.9525947570801
net,host=host-192-168-5-3,1559036868000000000,297.8484115600586
net,host=host-192-168-5-3,1559036869000000000,276.40282344818115
net,host=host-192-168-5-3,1559036870000000000,193.7582721710205
net,host=host-192-168-5-3,1559036871000000000,0.03677177429199219
net,host=host-192-168-5-3,1559036872000000000,0.014604568481445312
net,host=host-192-168-5-3,1559036873000000000,0.012223243713378906
net,host=host-192-168-5-3,1559036874000000000,0.017577171325683594
net,host=host-192-168-5-3,1559036875000000000,0.012614250183105469
net,host=host-192-168-5-3,1559036876000000000,0.017488479614257812
net,host=host-192-168-5-3,1559036877000000000,0.012913703918457031
net,host=host-192-168-5-3,1559036878000000000,0.014780044555664062
net,host=host-192-168-5-3,1559036879000000000,0.013716697692871094
net,host=host-192-168-5-3,1559036880000000000,0.014487266540527344
net,host=host-192-168-5-3,1559036881000000000,0.014617919921875
net,host=host-192-168-5-3,1559036882000000000,0.014487266540527344
net,host=host-192-168-5-3,1559036883000000000,0.014412879943847656
net,host=host-192-168-5-3,1559036884000000000,0.017210006713867188
