SELECT derivative(last("bytes_recv"), 1s) /1024/1024  + derivative(last("bytes_sent"), 1s) /1024/1024  AS "net" FROM "telegraf"."autogen"."net" WHERE time >= 1559036688s AND time <= 1559036738s GROUP BY time(1s), "host" FILL(null)
name,tags,time,net
net,host=host-192-168-5-3,1559036689000000000,263.2770643234253
net,host=host-192-168-5-3,1559036690000000000,226.28109073638916
net,host=host-192-168-5-3,1559036691000000000,224.42674446105957
net,host=host-192-168-5-3,1559036692000000000,297.25627613067627
net,host=host-192-168-5-3,1559036693000000000,250.3681764602661
net,host=host-192-168-5-3,1559036694000000000,286.20893001556396
net,host=host-192-168-5-3,1559036695000000000,322.1474838256836
net,host=host-192-168-5-3,1559036696000000000,301.2404088973999
net,host=host-192-168-5-3,1559036697000000000,344.33442211151123
net,host=host-192-168-5-3,1559036698000000000,285.1536464691162
net,host=host-192-168-5-3,1559036699000000000,258.9468421936035
net,host=host-192-168-5-3,1559036700000000000,258.36839866638184
net,host=host-192-168-5-3,1559036701000000000,262.4661817550659
net,host=host-192-168-5-3,1559036702000000000,298.13729190826416
net,host=host-192-168-5-3,1559036703000000000,285.9538984298706
net,host=host-192-168-5-3,1559036704000000000,238.03536415100098
net,host=host-192-168-5-3,1559036705000000000,312.98595809936523
net,host=host-192-168-5-3,1559036706000000000,319.67937183380127
net,host=host-192-168-5-3,1559036707000000000,211.74889755249023
net,host=host-192-168-5-3,1559036708000000000,229.5607385635376
net,host=host-192-168-5-3,1559036709000000000,292.218994140625
net,host=host-192-168-5-3,1559036710000000000,290.1453495025635
net,host=host-192-168-5-3,1559036711000000000,215.82491397857666
net,host=host-192-168-5-3,1559036712000000000,252.95269775390625
net,host=host-192-168-5-3,1559036713000000000,307.1242733001709
net,host=host-192-168-5-3,1559036714000000000,328.65564823150635
net,host=host-192-168-5-3,1559036715000000000,291.5518169403076
net,host=host-192-168-5-3,1559036716000000000,293.3367290496826
net,host=host-192-168-5-3,1559036717000000000,308.36740016937256
net,host=host-192-168-5-3,1559036718000000000,284.1175527572632
net,host=host-192-168-5-3,1559036719000000000,287.3621425628662
net,host=host-192-168-5-3,1559036720000000000,332.4278974533081
net,host=host-192-168-5-3,1559036721000000000,258.8213577270508
net,host=host-192-168-5-3,1559036722000000000,266.2599515914917
net,host=host-192-168-5-3,1559036723000000000,284.00981998443604
net,host=host-192-168-5-3,1559036724000000000,282.66822814941406
net,host=host-192-168-5-3,1559036725000000000,137.015549659729
net,host=host-192-168-5-3,1559036726000000000,0.027721405029296875
net,host=host-192-168-5-3,1559036727000000000,0.012399673461914062
net,host=host-192-168-5-3,1559036728000000000,0.014535903930664062
net,host=host-192-168-5-3,1559036729000000000,0.02399730682373047
net,host=host-192-168-5-3,1559036730000000000,0.0027923583984375
net,host=host-192-168-5-3,1559036731000000000,0.01805591583251953
net,host=host-192-168-5-3,1559036732000000000,0.013949394226074219
net,host=host-192-168-5-3,1559036733000000000,0.012197494506835938
net,host=host-192-168-5-3,1559036734000000000,0.015173912048339844
net,host=host-192-168-5-3,1559036735000000000,0.014470100402832031
net,host=host-192-168-5-3,1559036736000000000,0.03473854064941406
net,host=host-192-168-5-3,1559036737000000000,0.011152267456054688
net,host=host-192-168-5-3,1559036738000000000,0.009594917297363281
