SELECT derivative(last("bytes_recv"), 1s) /1024/1024  + derivative(last("bytes_sent"), 1s) /1024/1024  AS "net" FROM "telegraf"."autogen"."net" WHERE time >= 1559035812s AND time <= 1559035862s GROUP BY time(1s), "host" FILL(null)
name,tags,time,net
net,host=host-192-168-5-3,1559035813000000000,266.779278755188
net,host=host-192-168-5-3,1559035814000000000,272.54615116119385
net,host=host-192-168-5-3,1559035815000000000,269.34632873535156
net,host=host-192-168-5-3,1559035816000000000,285.1209716796875
net,host=host-192-168-5-3,1559035817000000000,306.0879907608032
net,host=host-192-168-5-3,1559035818000000000,293.9013090133667
net,host=host-192-168-5-3,1559035819000000000,295.70875358581543
net,host=host-192-168-5-3,1559035820000000000,217.5994005203247
net,host=host-192-168-5-3,1559035821000000000,318.1521644592285
net,host=host-192-168-5-3,1559035822000000000,307.7978162765503
net,host=host-192-168-5-3,1559035823000000000,220.71762657165527
net,host=host-192-168-5-3,1559035824000000000,286.65769958496094
net,host=host-192-168-5-3,1559035825000000000,276.8527612686157
net,host=host-192-168-5-3,1559035826000000000,322.34544372558594
net,host=host-192-168-5-3,1559035827000000000,312.2190456390381
net,host=host-192-168-5-3,1559035828000000000,311.1419267654419
net,host=host-192-168-5-3,1559035829000000000,358.97644233703613
net,host=host-192-168-5-3,1559035830000000000,293.7005252838135
net,host=host-192-168-5-3,1559035831000000000,248.30097103118896
net,host=host-192-168-5-3,1559035832000000000,263.37790966033936
net,host=host-192-168-5-3,1559035833000000000,269.3641767501831
net,host=host-192-168-5-3,1559035834000000000,288.959680557251
net,host=host-192-168-5-3,1559035835000000000,302.0333089828491
net,host=host-192-168-5-3,1559035836000000000,298.10130977630615
net,host=host-192-168-5-3,1559035837000000000,308.83756256103516
net,host=host-192-168-5-3,1559035838000000000,259.568190574646
net,host=host-192-168-5-3,1559035839000000000,279.26039123535156
net,host=host-192-168-5-3,1559035840000000000,218.51905250549316
net,host=host-192-168-5-3,1559035841000000000,271.611909866333
net,host=host-192-168-5-3,1559035842000000000,256.7842960357666
net,host=host-192-168-5-3,1559035843000000000,302.307993888855
net,host=host-192-168-5-3,1559035844000000000,289.2917289733887
net,host=host-192-168-5-3,1559035845000000000,354.47551441192627
net,host=host-192-168-5-3,1559035846000000000,346.53533363342285
net,host=host-192-168-5-3,1559035847000000000,268.68034076690674
net,host=host-192-168-5-3,1559035848000000000,80.81873321533203
net,host=host-192-168-5-3,1559035849000000000,0.012216567993164062
net,host=host-192-168-5-3,1559035850000000000,0.02870655059814453
net,host=host-192-168-5-3,1559035851000000000,0.01642608642578125
net,host=host-192-168-5-3,1559035852000000000,0.0132293701171875
net,host=host-192-168-5-3,1559035853000000000,0.015242576599121094
net,host=host-192-168-5-3,1559035854000000000,0.014293670654296875
net,host=host-192-168-5-3,1559035855000000000,0.015709877014160156
net,host=host-192-168-5-3,1559035856000000000,0.013205528259277344
net,host=host-192-168-5-3,1559035857000000000,0.01563739776611328
net,host=host-192-168-5-3,1559035858000000000,0.013440132141113281
net,host=host-192-168-5-3,1559035859000000000,0.01580333709716797
net,host=host-192-168-5-3,1559035860000000000,0.013101577758789062
net,host=host-192-168-5-3,1559035861000000000,0.015382766723632812
net,host=host-192-168-5-3,1559035862000000000,0.013426780700683594
