SELECT derivative(last("bytes_recv"), 1s) /1024/1024  + derivative(last("bytes_sent"), 1s) /1024/1024  AS "net" FROM "telegraf"."autogen"."net" WHERE time >= 1559036250s AND time <= 1559036300s GROUP BY time(1s), "host" FILL(null)
name,tags,time,net
net,host=host-192-168-5-3,1559036251000000000,307.5168762207031
net,host=host-192-168-5-3,1559036252000000000,206.97700214385986
net,host=host-192-168-5-3,1559036253000000000,136.60547161102295
net,host=host-192-168-5-3,1559036254000000000,275.21377754211426
net,host=host-192-168-5-3,1559036255000000000,285.33672618865967
net,host=host-192-168-5-3,1559036256000000000,319.64334774017334
net,host=host-192-168-5-3,1559036257000000000,218.5101671218872
net,host=host-192-168-5-3,1559036258000000000,277.1264839172363
net,host=host-192-168-5-3,1559036259000000000,289.88246154785156
net,host=host-192-168-5-3,1559036260000000000,282.75549507141113
net,host=host-192-168-5-3,1559036261000000000,340.30965423583984
net,host=host-192-168-5-3,1559036262000000000,300.94068336486816
net,host=host-192-168-5-3,1559036263000000000,265.7109489440918
net,host=host-192-168-5-3,1559036264000000000,307.166072845459
net,host=host-192-168-5-3,1559036265000000000,217.35948181152344
net,host=host-192-168-5-3,1559036266000000000,307.83513736724854
net,host=host-192-168-5-3,1559036267000000000,298.08399391174316
net,host=host-192-168-5-3,1559036268000000000,313.92658615112305
net,host=host-192-168-5-3,1559036269000000000,300.20289516448975
net,host=host-192-168-5-3,1559036270000000000,264.2707357406616
net,host=host-192-168-5-3,1559036271000000000,214.75255298614502
net,host=host-192-168-5-3,1559036272000000000,275.0019578933716
net,host=host-192-168-5-3,1559036273000000000,205.6276626586914
net,host=host-192-168-5-3,1559036274000000000,187.38343143463135
net,host=host-192-168-5-3,1559036275000000000,252.40102195739746
net,host=host-192-168-5-3,1559036276000000000,286.8196039199829
net,host=host-192-168-5-3,1559036277000000000,308.63859939575195
net,host=host-192-168-5-3,1559036278000000000,320.13939094543457
net,host=host-192-168-5-3,1559036279000000000,316.52495098114014
net,host=host-192-168-5-3,1559036280000000000,299.37503814697266
net,host=host-192-168-5-3,1559036281000000000,240.1773042678833
net,host=host-192-168-5-3,1559036282000000000,260.44723892211914
net,host=host-192-168-5-3,1559036283000000000,286.46993255615234
net,host=host-192-168-5-3,1559036284000000000,272.69784450531006
net,host=host-192-168-5-3,1559036285000000000,318.98591899871826
net,host=host-192-168-5-3,1559036286000000000,251.2058343887329
net,host=host-192-168-5-3,1559036287000000000,279.62804222106934
net,host=host-192-168-5-3,1559036288000000000,30.7417573928833
net,host=host-192-168-5-3,1559036289000000000,0.023202896118164062
net,host=host-192-168-5-3,1559036290000000000,0.005177497863769531
net,host=host-192-168-5-3,1559036291000000000,0.016469955444335938
net,host=host-192-168-5-3,1559036292000000000,0.01336669921875
net,host=host-192-168-5-3,1559036293000000000,0.01589679718017578
net,host=host-192-168-5-3,1559036294000000000,0.014759063720703125
net,host=host-192-168-5-3,1559036295000000000,0.012030601501464844
net,host=host-192-168-5-3,1559036296000000000,0.02303791046142578
net,host=host-192-168-5-3,1559036297000000000,0.006360054016113281
net,host=host-192-168-5-3,1559036298000000000,0.01572418212890625
net,host=host-192-168-5-3,1559036299000000000,0.0130615234375
net,host=host-192-168-5-3,1559036300000000000,0.01662921905517578
