SELECT derivative(last("bytes_recv"), 1s) /1024/1024  + derivative(last("bytes_sent"), 1s) /1024/1024  AS "net" FROM "telegraf"."autogen"."net" WHERE time >= 1559036177s AND time <= 1559036227s GROUP BY time(1s), "host" FILL(null)
name,tags,time,net
net,host=host-192-168-5-3,1559036178000000000,205.163236618042
net,host=host-192-168-5-3,1559036179000000000,137.62274742126465
net,host=host-192-168-5-3,1559036180000000000,269.51030445098877
net,host=host-192-168-5-3,1559036181000000000,333.99488162994385
net,host=host-192-168-5-3,1559036182000000000,313.8141794204712
net,host=host-192-168-5-3,1559036183000000000,221.9148416519165
net,host=host-192-168-5-3,1559036184000000000,241.87737655639648
net,host=host-192-168-5-3,1559036185000000000,258.6804151535034
net,host=host-192-168-5-3,1559036186000000000,219.5663537979126
net,host=host-192-168-5-3,1559036187000000000,274.37651538848877
net,host=host-192-168-5-3,1559036188000000000,323.91099071502686
net,host=host-192-168-5-3,1559036189000000000,320.78460788726807
net,host=host-192-168-5-3,1559036190000000000,260.7859230041504
net,host=host-192-168-5-3,1559036191000000000,294.90190410614014
net,host=host-192-168-5-3,1559036192000000000,303.39834117889404
net,host=host-192-168-5-3,1559036193000000000,301.4002103805542
net,host=host-192-168-5-3,1559036194000000000,294.6317195892334
net,host=host-192-168-5-3,1559036195000000000,303.93999004364014
net,host=host-192-168-5-3,1559036196000000000,291.1803855895996
net,host=host-192-168-5-3,1559036197000000000,246.53292274475098
net,host=host-192-168-5-3,1559036198000000000,338.22386932373047
net,host=host-192-168-5-3,1559036199000000000,258.1239309310913
net,host=host-192-168-5-3,1559036200000000000,281.9731550216675
net,host=host-192-168-5-3,1559036201000000000,231.9980812072754
net,host=host-192-168-5-3,1559036202000000000,301.10984897613525
net,host=host-192-168-5-3,1559036203000000000,184.03314590454102
net,host=host-192-168-5-3,1559036204000000000,287.7170124053955
net,host=host-192-168-5-3,1559036205000000000,306.8963212966919
net,host=host-192-168-5-3,1559036206000000000,277.39736461639404
net,host=host-192-168-5-3,1559036207000000000,255.38625049591064
net,host=host-192-168-5-3,1559036208000000000,243.76486492156982
net,host=host-192-168-5-3,1559036209000000000,179.68801403045654
net,host=host-192-168-5-3,1559036210000000000,225.4457368850708
net,host=host-192-168-5-3,1559036211000000000,299.3600091934204
net,host=host-192-168-5-3,1559036212000000000,259.8212652206421
net,host=host-192-168-5-3,1559036213000000000,291.0209560394287
net,host=host-192-168-5-3,1559036214000000000,224.83468437194824
net,host=host-192-168-5-3,1559036215000000000,262.78209686279297
net,host=host-192-168-5-3,1559036216000000000,49.60858154296875
net,host=host-192-168-5-3,1559036217000000000,0.013714790344238281
net,host=host-192-168-5-3,1559036218000000000,0.01772594451904297
net,host=host-192-168-5-3,1559036219000000000,0.012778282165527344
net,host=host-192-168-5-3,1559036220000000000,0.014506340026855469
net,host=host-192-168-5-3,1559036221000000000,0.016431808471679688
net,host=host-192-168-5-3,1559036222000000000,0.0133056640625
net,host=host-192-168-5-3,1559036223000000000,0.01587390899658203
net,host=host-192-168-5-3,1559036224000000000,0.010944366455078125
net,host=host-192-168-5-3,1559036225000000000,0.017061233520507812
net,host=host-192-168-5-3,1559036226000000000,0.02816295623779297
net,host=host-192-168-5-3,1559036227000000000,0.013799667358398438
