SELECT derivative(last("bytes_recv"), 1s) /1024/1024  + derivative(last("bytes_sent"), 1s) /1024/1024  AS "net" FROM "telegraf"."autogen"."net" WHERE time >= 1559035885s AND time <= 1559035935s GROUP BY time(1s), "host" FILL(null)
name,tags,time,net
net,host=host-192-168-5-3,1559035886000000000,265.86676120758057
net,host=host-192-168-5-3,1559035887000000000,302.5499267578125
net,host=host-192-168-5-3,1559035888000000000,277.9759740829468
net,host=host-192-168-5-3,1559035889000000000,283.6203384399414
net,host=host-192-168-5-3,1559035890000000000,304.48395919799805
net,host=host-192-168-5-3,1559035891000000000,326.8481397628784
net,host=host-192-168-5-3,1559035892000000000,275.8038377761841
net,host=host-192-168-5-3,1559035893000000000,301.2772636413574
net,host=host-192-168-5-3,1559035894000000000,285.49090576171875
net,host=host-192-168-5-3,1559035895000000000,318.1856002807617
net,host=host-192-168-5-3,1559035896000000000,230.22503662109375
net,host=host-192-168-5-3,1559035897000000000,272.78946018218994
net,host=host-192-168-5-3,1559035898000000000,304.9653215408325
net,host=host-192-168-5-3,1559035899000000000,269.1487512588501
net,host=host-192-168-5-3,1559035900000000000,312.6968717575073
net,host=host-192-168-5-3,1559035901000000000,203.0026149749756
net,host=host-192-168-5-3,1559035902000000000,237.1806411743164
net,host=host-192-168-5-3,1559035903000000000,236.77587509155273
net,host=host-192-168-5-3,1559035904000000000,264.5982885360718
net,host=host-192-168-5-3,1559035905000000000,213.3876485824585
net,host=host-192-168-5-3,1559035906000000000,337.33309841156006
net,host=host-192-168-5-3,1559035907000000000,266.49268341064453
net,host=host-192-168-5-3,1559035908000000000,319.56205463409424
net,host=host-192-168-5-3,1559035909000000000,202.87245559692383
net,host=host-192-168-5-3,1559035910000000000,250.69387912750244
net,host=host-192-168-5-3,1559035911000000000,264.7641849517822
net,host=host-192-168-5-3,1559035912000000000,272.60216426849365
net,host=host-192-168-5-3,1559035913000000000,298.3041410446167
net,host=host-192-168-5-3,1559035914000000000,341.98597717285156
net,host=host-192-168-5-3,1559035915000000000,309.83809661865234
net,host=host-192-168-5-3,1559035916000000000,285.6738634109497
net,host=host-192-168-5-3,1559035917000000000,224.4628200531006
net,host=host-192-168-5-3,1559035918000000000,292.3467893600464
net,host=host-192-168-5-3,1559035919000000000,266.07989978790283
net,host=host-192-168-5-3,1559035920000000000,300.89279079437256
net,host=host-192-168-5-3,1559035921000000000,256.69242572784424
net,host=host-192-168-5-3,1559035922000000000,131.00085639953613
net,host=host-192-168-5-3,1559035923000000000,0.016477584838867188
net,host=host-192-168-5-3,1559035924000000000,0.010213851928710938
net,host=host-192-168-5-3,1559035925000000000,0.03354930877685547
net,host=host-192-168-5-3,1559035926000000000,0.011806488037109375
net,host=host-192-168-5-3,1559035927000000000,0.01413726806640625
net,host=host-192-168-5-3,1559035928000000000,0.016870498657226562
net,host=host-192-168-5-3,1559035929000000000,0.0113677978515625
net,host=host-192-168-5-3,1559035930000000000,0.01607513427734375
net,host=host-192-168-5-3,1559035931000000000,0.017644882202148438
net,host=host-192-168-5-3,1559035932000000000,0.011149406433105469
net,host=host-192-168-5-3,1559035933000000000,0.017388343811035156
net,host=host-192-168-5-3,1559035934000000000,0.009355545043945312
net,host=host-192-168-5-3,1559035935000000000,0.017243385314941406
