SELECT derivative(last("bytes_recv"), 1s) /1024/1024  + derivative(last("bytes_sent"), 1s) /1024/1024  AS "net" FROM "telegraf"."autogen"."net" WHERE time >= 1559036615s AND time <= 1559036665s GROUP BY time(1s), "host" FILL(null)
name,tags,time,net
net,host=host-192-168-5-3,1559036616000000000,272.22531604766846
net,host=host-192-168-5-3,1559036617000000000,306.867413520813
net,host=host-192-168-5-3,1559036618000000000,297.2402639389038
net,host=host-192-168-5-3,1559036619000000000,306.1211271286011
net,host=host-192-168-5-3,1559036620000000000,275.7355251312256
net,host=host-192-168-5-3,1559036621000000000,192.62354183197021
net,host=host-192-168-5-3,1559036622000000000,331.07911491394043
net,host=host-192-168-5-3,1559036623000000000,229.79875564575195
net,host=host-192-168-5-3,1559036624000000000,264.0920000076294
net,host=host-192-168-5-3,1559036625000000000,322.14629077911377
net,host=host-192-168-5-3,1559036626000000000,245.90806579589844
net,host=host-192-168-5-3,1559036627000000000,225.16346645355225
net,host=host-192-168-5-3,1559036628000000000,254.05457496643066
net,host=host-192-168-5-3,1559036629000000000,258.9162130355835
net,host=host-192-168-5-3,1559036630000000000,320.7367887496948
net,host=host-192-168-5-3,1559036631000000000,299.1411600112915
net,host=host-192-168-5-3,1559036632000000000,287.9314842224121
net,host=host-192-168-5-3,1559036633000000000,282.72795581817627
net,host=host-192-168-5-3,1559036634000000000,288.3125104904175
net,host=host-192-168-5-3,1559036635000000000,210.2242078781128
net,host=host-192-168-5-3,1559036636000000000,283.25508880615234
net,host=host-192-168-5-3,1559036637000000000,243.80070304870605
net,host=host-192-168-5-3,1559036638000000000,327.29812812805176
net,host=host-192-168-5-3,1559036639000000000,252.8349962234497
net,host=host-192-168-5-3,1559036640000000000,298.49040031433105
net,host=host-192-168-5-3,1559036641000000000,225.8246612548828
net,host=host-192-168-5-3,1559036642000000000,273.62911319732666
net,host=host-192-168-5-3,1559036643000000000,326.6286907196045
net,host=host-192-168-5-3,1559036644000000000,265.43144130706787
net,host=host-192-168-5-3,1559036645000000000,276.3183126449585
net,host=host-192-168-5-3,1559036646000000000,258.9995231628418
net,host=host-192-168-5-3,1559036647000000000,212.90529823303223
net,host=host-192-168-5-3,1559036648000000000,248.35299682617188
net,host=host-192-168-5-3,1559036649000000000,297.50646781921387
net,host=host-192-168-5-3,1559036650000000000,272.4948835372925
net,host=host-192-168-5-3,1559036651000000000,307.48492336273193
net,host=host-192-168-5-3,1559036652000000000,283.8984441757202
net,host=host-192-168-5-3,1559036653000000000,65.34984397888184
net,host=host-192-168-5-3,1559036654000000000,0.01065826416015625
net,host=host-192-168-5-3,1559036655000000000,0.016089439392089844
net,host=host-192-168-5-3,1559036656000000000,0.015435218811035156
net,host=host-192-168-5-3,1559036657000000000,0.01724720001220703
net,host=host-192-168-5-3,1559036658000000000,0.009621620178222656
net,host=host-192-168-5-3,1559036659000000000,0.01787853240966797
net,host=host-192-168-5-3,1559036660000000000,0.012591361999511719
net,host=host-192-168-5-3,1559036661000000000,0.014644622802734375
net,host=host-192-168-5-3,1559036662000000000,0.03180980682373047
net,host=host-192-168-5-3,1559036663000000000,0.015114784240722656
net,host=host-192-168-5-3,1559036664000000000,0.013904571533203125
net,host=host-192-168-5-3,1559036665000000000,0.014596939086914062
