SELECT derivative(last("bytes_recv"), 1s) /1024/1024  + derivative(last("bytes_sent"), 1s) /1024/1024  AS "net" FROM "telegraf"."autogen"."net" WHERE time >= 1559036761s AND time <= 1559036811s GROUP BY time(1s), "host" FILL(null)
name,tags,time,net
net,host=host-192-168-5-3,1559036762000000000,217.93747234344482
net,host=host-192-168-5-3,1559036763000000000,238.3253402709961
net,host=host-192-168-5-3,1559036764000000000,214.60225105285645
net,host=host-192-168-5-3,1559036765000000000,245.6651496887207
net,host=host-192-168-5-3,1559036766000000000,139.81080722808838
net,host=host-192-168-5-3,1559036767000000000,255.3354024887085
net,host=host-192-168-5-3,1559036768000000000,231.208664894104
net,host=host-192-168-5-3,1559036769000000000,240.38843631744385
net,host=host-192-168-5-3,1559036770000000000,230.05856037139893
net,host=host-192-168-5-3,1559036771000000000,249.62498950958252
net,host=host-192-168-5-3,1559036772000000000,219.30906200408936
net,host=host-192-168-5-3,1559036773000000000,257.15178966522217
net,host=host-192-168-5-3,1559036774000000000,234.59636974334717
net,host=host-192-168-5-3,1559036775000000000,246.15124702453613
net,host=host-192-168-5-3,1559036776000000000,248.3819990158081
net,host=host-192-168-5-3,1559036777000000000,264.5393123626709
net,host=host-192-168-5-3,1559036778000000000,234.9170265197754
net,host=host-192-168-5-3,1559036779000000000,244.2545690536499
net,host=host-192-168-5-3,1559036780000000000,217.659273147583
net,host=host-192-168-5-3,1559036781000000000,236.63551330566406
net,host=host-192-168-5-3,1559036782000000000,232.35595321655273
net,host=host-192-168-5-3,1559036783000000000,259.8950433731079
net,host=host-192-168-5-3,1559036784000000000,236.4066743850708
net,host=host-192-168-5-3,1559036785000000000,236.8902816772461
net,host=host-192-168-5-3,1559036786000000000,241.46332359313965
net,host=host-192-168-5-3,1559036787000000000,256.23910903930664
net,host=host-192-168-5-3,1559036788000000000,203.72793865203857
net,host=host-192-168-5-3,1559036789000000000,259.00392150878906
net,host=host-192-168-5-3,1559036790000000000,247.87883758544922
net,host=host-192-168-5-3,1559036791000000000,208.93138790130615
net,host=host-192-168-5-3,1559036792000000000,237.98357105255127
net,host=host-192-168-5-3,1559036793000000000,233.50348472595215
net,host=host-192-168-5-3,1559036794000000000,231.5311794281006
net,host=host-192-168-5-3,1559036795000000000,241.40617275238037
net,host=host-192-168-5-3,1559036796000000000,239.6942367553711
net,host=host-192-168-5-3,1559036797000000000,222.72807502746582
net,host=host-192-168-5-3,1559036798000000000,225.92389488220215
net,host=host-192-168-5-3,1559036799000000000,229.883225440979
net,host=host-192-168-5-3,1559036800000000000,240.64256858825684
net,host=host-192-168-5-3,1559036801000000000,270.11054611206055
net,host=host-192-168-5-3,1559036802000000000,236.68716716766357
net,host=host-192-168-5-3,1559036803000000000,231.62091541290283
net,host=host-192-168-5-3,1559036804000000000,238.80204105377197
net,host=host-192-168-5-3,1559036805000000000,100.08114337921143
net,host=host-192-168-5-3,1559036806000000000,0.01695537567138672
net,host=host-192-168-5-3,1559036807000000000,0.014322280883789062
net,host=host-192-168-5-3,1559036808000000000,0.014078140258789062
net,host=host-192-168-5-3,1559036809000000000,0.013371467590332031
net,host=host-192-168-5-3,1559036810000000000,0.012549400329589844
net,host=host-192-168-5-3,1559036811000000000,0.02986431121826172
