SELECT derivative(last("bytes_recv"), 1s) /1024/1024  + derivative(last("bytes_sent"), 1s) /1024/1024  AS "net" FROM "telegraf"."autogen"."net" WHERE time >= 1559036104s AND time <= 1559036154s GROUP BY time(1s), "host" FILL(null)
name,tags,time,net
net,host=host-192-168-5-3,1559036105000000000,275.68838691711426
net,host=host-192-168-5-3,1559036106000000000,192.3567762374878
net,host=host-192-168-5-3,1559036107000000000,234.70998001098633
net,host=host-192-168-5-3,1559036108000000000,290.73754501342773
net,host=host-192-168-5-3,1559036109000000000,295.19967460632324
net,host=host-192-168-5-3,1559036110000000000,314.34792709350586
net,host=host-192-168-5-3,1559036111000000000,283.3300657272339
net,host=host-192-168-5-3,1559036112000000000,315.46708488464355
net,host=host-192-168-5-3,1559036113000000000,326.095139503479
net,host=host-192-168-5-3,1559036114000000000,237.8316774368286
net,host=host-192-168-5-3,1559036115000000000,279.9308023452759
net,host=host-192-168-5-3,1559036116000000000,212.57916831970215
net,host=host-192-168-5-3,1559036117000000000,309.3960876464844
net,host=host-192-168-5-3,1559036118000000000,329.74892807006836
net,host=host-192-168-5-3,1559036119000000000,244.47510433197021
net,host=host-192-168-5-3,1559036120000000000,217.97796154022217
net,host=host-192-168-5-3,1559036121000000000,264.20312690734863
net,host=host-192-168-5-3,1559036122000000000,291.4860420227051
net,host=host-192-168-5-3,1559036123000000000,284.3647813796997
net,host=host-192-168-5-3,1559036124000000000,307.96375465393066
net,host=host-192-168-5-3,1559036125000000000,308.5412788391113
net,host=host-192-168-5-3,1559036126000000000,328.2579107284546
net,host=host-192-168-5-3,1559036127000000000,320.4049654006958
net,host=host-192-168-5-3,1559036128000000000,305.7426166534424
net,host=host-192-168-5-3,1559036129000000000,311.561185836792
net,host=host-192-168-5-3,1559036130000000000,304.5517530441284
net,host=host-192-168-5-3,1559036131000000000,246.5251579284668
net,host=host-192-168-5-3,1559036132000000000,323.95325088500977
net,host=host-192-168-5-3,1559036133000000000,313.11974811553955
net,host=host-192-168-5-3,1559036134000000000,273.09229373931885
net,host=host-192-168-5-3,1559036135000000000,261.07680225372314
net,host=host-192-168-5-3,1559036136000000000,249.9069242477417
net,host=host-192-168-5-3,1559036137000000000,271.8648166656494
net,host=host-192-168-5-3,1559036138000000000,157.91644191741943
net,host=host-192-168-5-3,1559036139000000000,299.3789758682251
net,host=host-192-168-5-3,1559036140000000000,265.1489887237549
net,host=host-192-168-5-3,1559036141000000000,79.04543209075928
net,host=host-192-168-5-3,1559036142000000000,0.011211395263671875
net,host=host-192-168-5-3,1559036143000000000,0.015551567077636719
net,host=host-192-168-5-3,1559036144000000000,0.014319419860839844
net,host=host-192-168-5-3,1559036145000000000,0.015207290649414062
net,host=host-192-168-5-3,1559036146000000000,0.017354965209960938
net,host=host-192-168-5-3,1559036147000000000,0.008563995361328125
net,host=host-192-168-5-3,1559036148000000000,0.018660545349121094
net,host=host-192-168-5-3,1559036149000000000,0.012333869934082031
net,host=host-192-168-5-3,1559036150000000000,0.014847755432128906
net,host=host-192-168-5-3,1559036151000000000,0.029623031616210938
net,host=host-192-168-5-3,1559036152000000000,0.013583183288574219
net,host=host-192-168-5-3,1559036153000000000,0.015642166137695312
net,host=host-192-168-5-3,1559036154000000000,0.01433563232421875
