SELECT derivative(last("bytes_recv"), 1s) /1024/1024  + derivative(last("bytes_sent"), 1s) /1024/1024  AS "net" FROM "telegraf"."autogen"."net" WHERE time >= 1559035666s AND time <= 1559035716s GROUP BY time(1s), "host" FILL(null)
name,tags,time,net
net,host=host-192-168-5-3,1559035667000000000,254.10136699676514
net,host=host-192-168-5-3,1559035668000000000,258.0068254470825
net,host=host-192-168-5-3,1559035669000000000,195.68337535858154
net,host=host-192-168-5-3,1559035670000000000,191.55011749267578
net,host=host-192-168-5-3,1559035671000000000,275.44523906707764
net,host=host-192-168-5-3,1559035672000000000,233.1912603378296
net,host=host-192-168-5-3,1559035673000000000,296.39337635040283
net,host=host-192-168-5-3,1559035674000000000,243.13937854766846
net,host=host-192-168-5-3,1559035675000000000,288.84842014312744
net,host=host-192-168-5-3,1559035676000000000,290.37075328826904
net,host=host-192-168-5-3,1559035677000000000,237.32343196868896
net,host=host-192-168-5-3,1559035678000000000,237.00703811645508
net,host=host-192-168-5-3,1559035679000000000,326.241886138916
net,host=host-192-168-5-3,1559035680000000000,258.0715913772583
net,host=host-192-168-5-3,1559035681000000000,282.6809368133545
net,host=host-192-168-5-3,1559035682000000000,297.2022428512573
net,host=host-192-168-5-3,1559035683000000000,254.17613983154297
net,host=host-192-168-5-3,1559035684000000000,301.36352920532227
net,host=host-192-168-5-3,1559035685000000000,294.89327335357666
net,host=host-192-168-5-3,1559035686000000000,289.18330097198486
net,host=host-192-168-5-3,1559035687000000000,312.2622995376587
net,host=host-192-168-5-3,1559035688000000000,245.2580976486206
net,host=host-192-168-5-3,1559035689000000000,293.5304937362671
net,host=host-192-168-5-3,1559035690000000000,203.43277835845947
net,host=host-192-168-5-3,1559035691000000000,268.1790380477905
net,host=host-192-168-5-3,1559035692000000000,331.01801586151123
net,host=host-192-168-5-3,1559035693000000000,279.3274259567261
net,host=host-192-168-5-3,1559035694000000000,285.6682872772217
net,host=host-192-168-5-3,1559035695000000000,291.43225955963135
net,host=host-192-168-5-3,1559035696000000000,281.56225395202637
net,host=host-192-168-5-3,1559035697000000000,236.42752075195312
net,host=host-192-168-5-3,1559035698000000000,272.2434883117676
net,host=host-192-168-5-3,1559035699000000000,314.90699672698975
net,host=host-192-168-5-3,1559035700000000000,317.35383701324463
net,host=host-192-168-5-3,1559035701000000000,292.4406156539917
net,host=host-192-168-5-3,1559035702000000000,250.15186882019043
net,host=host-192-168-5-3,1559035703000000000,287.458065032959
net,host=host-192-168-5-3,1559035704000000000,29.45194721221924
net,host=host-192-168-5-3,1559035705000000000,0.01815319061279297
net,host=host-192-168-5-3,1559035706000000000,0.0123443603515625
net,host=host-192-168-5-3,1559035707000000000,0.0160064697265625
net,host=host-192-168-5-3,1559035708000000000,0.015819549560546875
net,host=host-192-168-5-3,1559035709000000000,0.012460708618164062
net,host=host-192-168-5-3,1559035710000000000,0.0150909423828125
net,host=host-192-168-5-3,1559035711000000000,0.01596832275390625
net,host=host-192-168-5-3,1559035712000000000,0.014441490173339844
net,host=host-192-168-5-3,1559035713000000000,0.0146331787109375
net,host=host-192-168-5-3,1559035714000000000,0.015798568725585938
net,host=host-192-168-5-3,1559035715000000000,0.02676105499267578
net,host=host-192-168-5-3,1559035716000000000,0.014172554016113281
