SELECT derivative(last("bytes_recv"), 1s) /1024/1024  + derivative(last("bytes_sent"), 1s) /1024/1024  AS "net" FROM "telegraf"."autogen"."net" WHERE time >= 1559036469s AND time <= 1559036519s GROUP BY time(1s), "host" FILL(null)
name,tags,time,net
net,host=host-192-168-5-3,1559036470000000000,265.9816370010376
net,host=host-192-168-5-3,1559036471000000000,272.89087867736816
net,host=host-192-168-5-3,1559036472000000000,288.54039001464844
net,host=host-192-168-5-3,1559036473000000000,286.5976982116699
net,host=host-192-168-5-3,1559036474000000000,178.456392288208
net,host=host-192-168-5-3,1559036475000000000,241.8298578262329
net,host=host-192-168-5-3,1559036476000000000,275.6930904388428
net,host=host-192-168-5-3,1559036477000000000,342.3221797943115
net,host=host-192-168-5-3,1559036478000000000,306.6928472518921
net,host=host-192-168-5-3,1559036479000000000,265.29014682769775
net,host=host-192-168-5-3,1559036480000000000,350.8097867965698
net,host=host-192-168-5-3,1559036481000000000,259.0086498260498
net,host=host-192-168-5-3,1559036482000000000,275.35224056243896
net,host=host-192-168-5-3,1559036483000000000,226.15128707885742
net,host=host-192-168-5-3,1559036484000000000,257.37670516967773
net,host=host-192-168-5-3,1559036485000000000,314.68242835998535
net,host=host-192-168-5-3,1559036486000000000,286.84100341796875
net,host=host-192-168-5-3,1559036487000000000,331.845253944397
net,host=host-192-168-5-3,1559036488000000000,277.4435148239136
net,host=host-192-168-5-3,1559036489000000000,287.0902519226074
net,host=host-192-168-5-3,1559036490000000000,286.54512214660645
net,host=host-192-168-5-3,1559036491000000000,271.62029933929443
net,host=host-192-168-5-3,1559036492000000000,298.3784694671631
net,host=host-192-168-5-3,1559036493000000000,308.1651668548584
net,host=host-192-168-5-3,1559036494000000000,296.7863531112671
net,host=host-192-168-5-3,1559036495000000000,269.14428997039795
net,host=host-192-168-5-3,1559036496000000000,271.62677574157715
net,host=host-192-168-5-3,1559036497000000000,277.96565437316895
net,host=host-192-168-5-3,1559036498000000000,264.1081485748291
net,host=host-192-168-5-3,1559036499000000000,304.42605113983154
net,host=host-192-168-5-3,1559036500000000000,302.0202980041504
net,host=host-192-168-5-3,1559036501000000000,260.00469875335693
net,host=host-192-168-5-3,1559036502000000000,252.5838441848755
net,host=host-192-168-5-3,1559036503000000000,322.0798511505127
net,host=host-192-168-5-3,1559036504000000000,329.4510221481323
net,host=host-192-168-5-3,1559036505000000000,287.6688423156738
net,host=host-192-168-5-3,1559036506000000000,0.0536651611328125
net,host=host-192-168-5-3,1559036507000000000,0.017533302307128906
net,host=host-192-168-5-3,1559036508000000000,0.011532783508300781
net,host=host-192-168-5-3,1559036509000000000,0.01668548583984375
net,host=host-192-168-5-3,1559036510000000000,0.015253067016601562
net,host=host-192-168-5-3,1559036511000000000,0.03035736083984375
net,host=host-192-168-5-3,1559036512000000000,0.011045455932617188
net,host=host-192-168-5-3,1559036513000000000,0.015931129455566406
net,host=host-192-168-5-3,1559036514000000000,0.013943672180175781
net,host=host-192-168-5-3,1559036515000000000,0.018279075622558594
net,host=host-192-168-5-3,1559036516000000000,0.008937835693359375
net,host=host-192-168-5-3,1559036517000000000,0.01612377166748047
net,host=host-192-168-5-3,1559036518000000000,0.013826370239257812
net,host=host-192-168-5-3,1559036519000000000,0.0167083740234375
