SELECT mean("cpu_total") AS "mean_cpu_total" FROM "kvmtop"."autogen"."kvmtop.domains" WHERE time >= 1558960465s AND time <= 1558960535s GROUP BY time(1s), "UUID" FILL(null)
name,tags,time,mean_cpu_total
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960487000000000,64
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960488000000000,61
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960489000000000,52
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960490000000000,20
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960491000000000,19
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960492000000000,18
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960493000000000,20
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960494000000000,19
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960495000000000,20
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960496000000000,11
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960497000000000,14
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960498000000000,14
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960499000000000,14
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960500000000000,14
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960501000000000,18
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960502000000000,34
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960503000000000,34
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960504000000000,33
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960505000000000,34
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960506000000000,34
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960507000000000,33
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960508000000000,10
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960509000000000,11
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960510000000000,11
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960511000000000,11
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960512000000000,11
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960513000000000,12
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960514000000000,16
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960515000000000,15
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960516000000000,15
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960517000000000,15
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960518000000000,15
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960519000000000,18
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960520000000000,17
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960521000000000,15
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960522000000000,15
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960523000000000,17
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960524000000000,16
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960525000000000,17
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960526000000000,9
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960527000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960528000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960529000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960530000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960531000000000,2
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960532000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960533000000000,2
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960534000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960535000000000,
