SELECT 100 - (mean("usage_iowait") + mean("usage_idle")) AS "cpu" FROM "telegraf"."autogen"."cpu" WHERE time >= 1558960326s AND time <= 1558960396s GROUP BY time(1s), "host" FILL(null)
name,tags,time,cpu
cpu,host=host-192-168-5-3,1558960326000000000,1.9930009341267834
cpu,host=host-192-168-5-3,1558960327000000000,44.930386571862414
cpu,host=host-192-168-5-3,1558960328000000000,54.08630813421971
cpu,host=host-192-168-5-3,1558960329000000000,56.42192976834441
cpu,host=host-192-168-5-3,1558960330000000000,57.236988868155755
cpu,host=host-192-168-5-3,1558960331000000000,56.33951754209649
cpu,host=host-192-168-5-3,1558960332000000000,57.185829002064146
cpu,host=host-192-168-5-3,1558960333000000000,43.577357736577326
cpu,host=host-192-168-5-3,1558960334000000000,50.56590207589288
cpu,host=host-192-168-5-3,1558960335000000000,49.66855950311763
cpu,host=host-192-168-5-3,1558960336000000000,50.234419475876564
cpu,host=host-192-168-5-3,1558960337000000000,48.24524379670446
cpu,host=host-192-168-5-3,1558960338000000000,50.21127327762656
cpu,host=host-192-168-5-3,1558960339000000000,22.13630137357852
cpu,host=host-192-168-5-3,1558960340000000000,12.494059407047857
cpu,host=host-192-168-5-3,1558960341000000000,11.640909091413135
cpu,host=host-192-168-5-3,1558960342000000000,11.852020201418625
cpu,host=host-192-168-5-3,1558960343000000000,13.03483572287385
cpu,host=host-192-168-5-3,1558960344000000000,12.330283224253336
cpu,host=host-192-168-5-3,1558960345000000000,28.244990071385985
cpu,host=host-192-168-5-3,1558960346000000000,40.551036895480195
cpu,host=host-192-168-5-3,1558960347000000000,37.89134380868063
cpu,host=host-192-168-5-3,1558960348000000000,40.57844890152237
cpu,host=host-192-168-5-3,1558960349000000000,38.81581508758993
cpu,host=host-192-168-5-3,1558960350000000000,43.80994099531803
cpu,host=host-192-168-5-3,1558960351000000000,27.948534675572006
cpu,host=host-192-168-5-3,1558960352000000000,26.61239471232743
cpu,host=host-192-168-5-3,1558960353000000000,27.01564987110686
cpu,host=host-192-168-5-3,1558960354000000000,26.928700595212405
cpu,host=host-192-168-5-3,1558960355000000000,26.81001055382491
cpu,host=host-192-168-5-3,1558960356000000000,26.438535730287086
cpu,host=host-192-168-5-3,1558960357000000000,51.21749309418296
cpu,host=host-192-168-5-3,1558960358000000000,62.737141934296275
cpu,host=host-192-168-5-3,1558960359000000000,60.11785328621621
cpu,host=host-192-168-5-3,1558960360000000000,62.97742008680501
cpu,host=host-192-168-5-3,1558960361000000000,61.12727272816799
cpu,host=host-192-168-5-3,1558960362000000000,64.20783777668672
cpu,host=host-192-168-5-3,1558960363000000000,61.71474575840256
cpu,host=host-192-168-5-3,1558960364000000000,52.798125172757764
cpu,host=host-192-168-5-3,1558960365000000000,52.983385492380165
cpu,host=host-192-168-5-3,1558960366000000000,53.12925828505299
cpu,host=host-192-168-5-3,1558960367000000000,52.59657806216238
cpu,host=host-192-168-5-3,1558960368000000000,53.28040675374557
cpu,host=host-192-168-5-3,1558960369000000000,36.73087669716555
cpu,host=host-192-168-5-3,1558960370000000000,20.44344189955416
cpu,host=host-192-168-5-3,1558960371000000000,23.990278765512357
cpu,host=host-192-168-5-3,1558960372000000000,22.57575757700475
cpu,host=host-192-168-5-3,1558960373000000000,24.307393561090578
cpu,host=host-192-168-5-3,1558960374000000000,23.398127102748077
cpu,host=host-192-168-5-3,1558960375000000000,41.43827685295124
cpu,host=host-192-168-5-3,1558960376000000000,68.35073581769242
cpu,host=host-192-168-5-3,1558960377000000000,67.27593852358778
cpu,host=host-192-168-5-3,1558960378000000000,69.31723233696306
cpu,host=host-192-168-5-3,1558960379000000000,72.04773170368148
cpu,host=host-192-168-5-3,1558960380000000000,70.49045524829707
cpu,host=host-192-168-5-3,1558960381000000000,54.671693627919595
cpu,host=host-192-168-5-3,1558960382000000000,54.18676005639906
cpu,host=host-192-168-5-3,1558960383000000000,52.654522151768106
cpu,host=host-192-168-5-3,1558960384000000000,54.94833598870774
cpu,host=host-192-168-5-3,1558960385000000000,58.977722772666446
cpu,host=host-192-168-5-3,1558960386000000000,53.97821782224721
cpu,host=host-192-168-5-3,1558960387000000000,38.67861517466128
cpu,host=host-192-168-5-3,1558960388000000000,3.2652953268018337
cpu,host=host-192-168-5-3,1558960389000000000,1.1464155448627622
cpu,host=host-192-168-5-3,1558960390000000000,0.9999999997671694
cpu,host=host-192-168-5-3,1558960391000000000,1.0493765595802245
cpu,host=host-192-168-5-3,1558960392000000000,1.9667881868352168
cpu,host=host-192-168-5-3,1558960393000000000,0.8593783165667332
cpu,host=host-192-168-5-3,1558960394000000000,0.7960396046981089
cpu,host=host-192-168-5-3,1558960395000000000,1.3428729797380612
cpu,host=host-192-168-5-3,1558960396000000000,0.8000000007450581
