SELECT mean("cpu_total") AS "mean_cpu_total" FROM "kvmtop"."autogen"."kvmtop.domains" WHERE time >= 1558960011s AND time <= 1558960081s GROUP BY time(1s), "UUID" FILL(null)
name,tags,time,mean_cpu_total
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960045000000000,16
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960046000000000,15
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960047000000000,16
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960048000000000,22
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960049000000000,25
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960050000000000,26
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960051000000000,27
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960052000000000,25
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960053000000000,25
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960054000000000,21
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960055000000000,18
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960056000000000,18
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960057000000000,17
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960058000000000,18
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960059000000000,17
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960060000000000,34
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960061000000000,40
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960062000000000,43
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960063000000000,42
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960064000000000,42
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960065000000000,43
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960066000000000,49
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960067000000000,49
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960068000000000,49
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960069000000000,49
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960070000000000,48
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960071000000000,48
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960072000000000,31
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960073000000000,2
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960074000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960075000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960076000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960077000000000,2
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960078000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960079000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960080000000000,1
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960081000000000,
