SELECT mean("cpu_total") AS "mean_cpu_total" FROM "kvmtop"."autogen"."kvmtop.domains" WHERE time >= 1558960011s AND time <= 1558960081s GROUP BY time(1s), "UUID" FILL(null)
name,tags,time,mean_cpu_total
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960011000000000,2
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960012000000000,29
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960013000000000,23
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960014000000000,23
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960015000000000,24
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960016000000000,23
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960017000000000,23
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960018000000000,63
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960019000000000,72
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960020000000000,78
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960021000000000,73
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960022000000000,73
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960023000000000,73
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960024000000000,55
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960025000000000,49
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960026000000000,46
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960027000000000,46
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960028000000000,47
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960029000000000,48
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960030000000000,28
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960031000000000,21
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960032000000000,21
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960033000000000,21
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960034000000000,21
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960035000000000,24
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960036000000000,42
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960037000000000,54
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960038000000000,51
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960039000000000,52
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960040000000000,52
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960041000000000,52
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960042000000000,28
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960043000000000,16
kvmtop.domains,UUID=a4e6b464-256c-419b-9dc3-afe5cad263e6,1558960044000000000,16
