295 136
44 52
7 8
6 4
8 10
40 30
52 32
29 18
9 5
22 14
27 22
43 24
39 28
45 31
10 11
7 6
12 8
12 9
7 5
5 5
23 73
10 24
5 7
21 41
121 170
142 136
72 128
3 16
0 0
